Finished,ResponseId,job_title,campus_1,campus_2,campus_3,before_sch_start,before_sch_end,sch_start,sch_end,after_sch_start,after_sch_end,before_aftercare_1,before_aftercare_2,pk4_english,pk4_bilingual,pk3,head_start,ecse,dual_lang,mag_buckets_1,mag_buckets_2,mag_buckets_3,mag_buckets_4,mag_buckets_5,mag_buckets_6,mag_buckets_7,mag_buckets_8,mag_buckets_9,mag_buckets_10,mag_buckets_11,mag_buckets_12,mag_themes_1_1,mag_themes_1_2,mag_themes_1_3,mag_themes_1_4,mag_themes_1_5,mag_themes_1_6,mag_themes_1_7,mag_themes_1_8,mag_themes_1_9,mag_themes_1_10,mag_themes_1_11,mag_themes_1_12,mag_themes_1_13,mag_themes_1_14,mag_themes_1_15,mag_themes_1_16,mag_themes_1_17,mag_themes_1_18,mag_themes_1_19,mag_themes_1_20,mag_themes_1_21,mag_themes_1_22,mag_themes_1_23,mag_themes_1_24,mag_themes_1_25,mag_themes_1_26,mag_themes_2_1,mag_themes_2_2,mag_themes_2_3,mag_themes_2_4,mag_themes_2_5,mag_themes_2_6,mag_themes_2_7,mag_themes_2_8,mag_themes_2_9,mag_themes_2_10,mag_themes_2_11,mag_themes_2_12,mag_themes_2_13,mag_themes_2_14,mag_themes_2_15,mag_themes_2_16,mag_themes_2_17,mag_themes_2_18,mag_themes_2_19,mag_themes_2_20,mag_themes_2_21,mag_themes_2_22,mag_themes_2_23,mag_themes_2_24,mag_themes_2_25,mag_themes_2_26,languages_1,languages_2,languages_3,languages_4,languages_5,languages_6,languages_7,languages_8,languages_9,languages_10,languages_11,languages_12,languages_13,languages_14,fine_arts_n_uil_1,fine_arts_n_uil_2,fine_arts_n_uil_3,fine_arts_n_uil_4,fine_arts_n_uil_5,fine_arts_n_uil_6,fine_arts_n_uil_7,fine_arts_n_uil_8,fine_arts_n_uil_9,fine_arts_n_uil_10,fine_arts_n_uil_11,fine_arts_n_uil_12,fine_arts_n_uil_13,concert_sight_read,marching_band,mariachi,medium_ensem,solo_ensem,speech_debate,tech_theatre,theatre,wind_ensem,baseball,basketball,cheer_drill,cross_country,football,golf,soccer,softball,swim,team_tennis,tennis,track,volley,water_polo,wrestling,archery,bowling,capoiera,disc_golf,flag_football,fun_fit,gymnastics,karate,lacrosse,running,squash,strength,yoga,club_time,clubs_1_1,clubs_1_2,clubs_1_3,clubs_1_4,clubs_1_5,clubs_1_6,clubs_1_7,clubs_1_8,clubs_1_9,clubs_1_10,clubs_1_11,clubs_1_12,clubs_1_13,clubs_1_14,clubs_1_15,clubs_1_16,clubs_1_17,clubs_1_18,clubs_1_19,clubs_1_20,clubs_2_1,clubs_2_2,clubs_2_3,clubs_2_4,clubs_2_5,clubs_2_6,clubs_2_7,clubs_2_8,clubs_2_9,clubs_2_10,clubs_2_11,clubs_2_12,clubs_2_13,clubs_2_14,clubs_2_15,clubs_2_16,clubs_2_17,clubs_2_18,clubs_2_19,clubs_2_20,clubs_3_1,clubs_3_2,clubs_3_3,clubs_3_4,clubs_3_5,clubs_3_6,clubs_3_7,clubs_3_8,clubs_3_9,clubs_3_10,clubs_3_11,clubs_3_12,clubs_3_13,clubs_3_14,clubs_3_15,clubs_3_16,clubs_3_17,clubs_3_18,clubs_3_19,clubs_3_20,clubs_4_1,clubs_4_2,clubs_4_3,clubs_4_4,clubs_4_5,clubs_4_6,clubs_4_7,clubs_4_8,clubs_4_9,clubs_4_10,clubs_4_11,clubs_4_12,clubs_4_13,clubs_4_14,clubs_4_15,clubs_4_16,clubs_4_17,clubs_4_18,clubs_4_19,clubs_4_20,clubs_5_1,clubs_5_2,clubs_5_3,clubs_5_4,clubs_5_5,clubs_5_6,clubs_5_7,clubs_5_8,clubs_5_9,clubs_5_10,clubs_5_11,clubs_5_12,clubs_5_13,clubs_5_14,campus_number
1,R_3DxaXO9WKAfJfcR,1,1,491,492,7:45,8:15,8:30,16:00,16:15,18:15,2,2,2,2,2,2,2,4,2,2,1,2,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,2,2,2,2,1,2,1,2,-99,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,-99,"1,2",-99,"1,2",-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,"1,2",-99,-99,-99,-99,-99,-99,-99,-99,"1,2,3,4","1,2,3,4,5,6","1,2,3,4,5,6","1,2",-99,2,-99,-99,-99,-99,"1,2,3,4",4,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,77
1,R_7Eo53mpkoMroOIt,1,6,149,150,6:30,8:00,8:00,16:00,16:00,18:30,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-99,"1,2",-99,"1,2",-99,-99,-99,-99,-99,-99,-99,-99,"1,2",-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,364
1,R_6mym86QWx3B6tTa,1,24,469,470,6:30,7:45,8:00,16:00,16:15,17:00,1,1,1,1,1,2,1,5,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,242
1,R_6zFfZjRWDgtR3ax,1,9,185,186,6:15,8:00,8:00,16:00,16:00,17:00,2,2,1,1,1,2,1,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,291
1,R_7MakBZ22NNAFfof,1,6,155,156,7:30,8:00,8:00,16:00,16:00,18:00,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-99,"1,2",-99,"1,2",-99,-99,-99,-99,-99,-99,-99,-99,"1,2",-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,3,-99,-99,-99,"1,3",-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,-99,2,1,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,342
1,R_1fdfaNb97j1QD2p,1,9,449,450,6:30,8:00,8:00,16:00,16:00,17:00,1,1,1,1,1,2,1,5,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,269
1,R_6f0ryFsE2xXTcUj,1,9,297,298,7:30,17:00,8:25,16:10,16:15,17:15,2,2,2,2,2,2,2,4,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,2,2,2,2,-99,-99,2,-99,-99,-99,-99,2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,3,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,458
1,R_3EulGSvjOXJ5980,2,6,503,504,7:00,7:30,7:30,15:05,15:15,16:15,2,2,1,1,1,2,1,4,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,-99,2,-99,-99,-99,-99,-99,-99,-99,-99,5,5,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,285
1,R_39jOs4QcCb5QO3L,1,6,151,152,7:30,8:00,8:00,16:00,16:00,16:30,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,-99,-99,-99,1,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,-99,2,-99,-99,-99,-99,-99,-99,-99,5,-99,-99,-99,-99,-99,5,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,1,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,321
1,R_33ajuJk1KghYvg2,1,6,55,56,7:10,7:25,7:30,15:00,15:30,16:30,2,1,1,2,2,2,1,4,2,2,2,2,2,2,1,2,2,2,2,2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,2,2,2,2,2,2,2,2,2,2,2,1,2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,5,5,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,116
1,R_6pMhgZAAz1ZU9YW,1,6,143,144,7:15,7:30,7:30,15:00,15:00,16:30,2,2,1,1,1,2,1,5,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-99,-99,-99,2,-99,-99,-99,1,-99,-99,-99,2,-99,-99,-99,-99,-99,-99,-99,-99,2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,148
1,R_77lFQ01GpFJ4B60,1,24,209,210,7:20,8:30,8:30,16:10,16:10,16:10,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,351
1,R_1eQqObHxI0UZW2P,1,6,53,54,6:45,7:30,7:30,15:00,15:00,15:00,2,2,1,1,1,1,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,114
1,R_3v1bsn6rtfFxXHX,1,9,63,64,7:15,7:30,7:30,15:00,15:15,16:15,2,1,1,1,1,1,1,5,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-99,2,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,120
1,R_5EE7g8mxbgrewIM,2,6,389,390,7:10,7:30,7:30,15:00,15:45,18:00,2,1,1,1,1,2,1,4,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-99,"1,2",-99,2,"1,2","1,2",2,"1,2",2,-99,"1,2",1,"1,2","1,2,3",-99,-99,"1,2","1,2,3",-99,-99,2,"1,2,3",-99,-99,-99,-99,-99,"1,3,5","1,3,5",-99,-99,-99,-99,-99,"1,3,5",-99,-99,-99,-99,-99,-99,-99,-99,"1,2,3","1,2,3",-99,-99,-99,-99,-99,2,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,1,-99,1,1,1,-99,1,-99,-99,-99,1,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,1,-99,-99,1,-99,-99,-99,-99,1,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,1,-99,1,-99,-99,-99,1,1,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,215
1,R_5BrBz1QWPbikHF7,2,6,523,524,7:30,7:45,7:45,15:30,15:30,16:00,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,1,2,-99,1,1,1,-99,-99,1,1,-99,1,-99,1,1,"1,3","1,3",-99,"1,3","1,3","1,3","1,3","1,3","1,3",2,"2,4","4,6","2,4",2,"2,4","2,4",4,"2,4","2,4","2,4","2,4",4,"2,4","2,4",-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,3,2,2,1,1,2,1,2,2,2,2,2,2,2,2,1,2,1,1,2,1,2,1,2,2,2,1,2,2,2,2,1,1,2,1,1,1,2,1,2,1,2,1,2,2,2,2,2,1,1,2,2,2,2,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,1,2,2,2,2,1,1,2,2,2,2,1,1,2,2,36
1,R_3f2uQEzpPwgZgCt,1,1,295,296,6:30,8:30,8:30,16:30,16:30,17:45,2,2,2,2,2,2,2,4,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,-99,1,-99,1,-99,-99,-99,1,-99,-99,-99,1,-99,-99,1,-99,-99,-99,-99,-99,"1,3",-99,-99,"2,4",3,"2,4","2,4",-99,"2,4",-99,-99,-99,-99,"2,4",4,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,-99,-99,-99,-99,-99,1,-99,-99,-99,1,-99,-99,-99,-99,1,-99,-99,1,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,1,-99,1,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,1,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,1,2,1,1,2,2,1,2,-99,2,2,1,2,2,1,2,2,75
1,R_3m9UhrTIJRAij36,1,9,499,500,7:15,7:30,7:30,15:00,15:00,18:00,2,1,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,3,-99,-99,-99,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,249
1,R_110YiBoHOrMuMVT,1,6,531,532,7:00,7:30,7:30,15:00,15:00,18:00,2,1,1,1,1,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,-99,-99,-99,2,-99,-99,-99,2,-99,-99,-99,2,2,3,-99,-99,-99,-99,3,-99,-99,-99,-99,1,3,-99,-99,-99,"1,5",-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,3,-99,3,-99,-99,-99,-99,3,2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,1,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,1,-99,-99,2,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,1,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,267
1,R_3BH4h44EB0WUfO9,1,6,461,462,7:00,8:20,8:30,16:10,16:10,17:15,2,2,2,2,2,2,2,4,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,1,2,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,1,"1,3","1,3",-99,-99,-99,-99,-99,"1,3",-99,-99,"1,2,3,4",-99,"2,4",-99,-99,"2,4",-99,-99,-99,-99,"1,2,3,4","4,5",-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,1,2,1,2,1,2,2,2,2,2,2,1,1,2,1,2,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,1,1,2,2,1,1,2,2,2,2,2,81
